Game Name,Package Name,Description,Icon URL,Category
"Solitaire - Classic Card Games","solitaire.patience.card.games.klondike.free","<b>The Most Relaxing &amp; Addictive FREE Classic Solitaire Card Games, original Solitaire or Patience</b>, is just for you!<br><br><b>Enjoy the best free and popular original Solitaire card games in the world for free at any time and place!</b> It&#39;s time to train your brain, challenge yourself and be a Solitaire or Patience master, try this original, classic and free Patience Solitaire card game!<br><br>Solitaire games, also known as Patience in Europe (such as the United Kingdom, French, etc.), are Solitaire card games, and can be played by a single player. <br><br>This is not a social casino game. You can enjoy original Solitaire anytime and anywhere, without money in and money out.<br><br><b>How to play this free original solitaire card games</b><br>To solve this FREE Solitaire card puzzle, you should move all solitaire cards of 4 suits - hearts, diamonds, spades and crosses to the Solitaire Foundations. There is one deck - 52 solitaire cards in the classic Solitaire game. <br><br>You need to stack solitaire cards by suit, from Aces to King (A, 2, 3 and more). You can also move solitaire cards between columns, and stack solitaire cards in descending order and differentiate between red and black suits. For example, a black 10 could only be followed by a red 9. Only a King could be placed in the Free Column. You can move the stack of solitaire cards by dragging the whole stack to another column.<br><br>Solitaire game or Patience game is an addictive solitaire card game from the Classic Solitaire collection, which is similar to other Solitaire card/board games, such as Cube, Freecell, Spider, Tri Peaks, Pyramind, Golf, Mahjong and Yukon. Classic never fades. Solitaire, or Patience is the best way for you to relax and pass the time, play it anytime, anywhere with patience and insistence. You would absolutely love playing this free Solitaire card game. <br><br><b>Key Features of Solitaire Card Games</b><br>- Original and Classic solitaire gameplay, super fun and addictive<br>- Left-hand mode, more convenient for you<br>- Solitaire 3 Draw Mode, more challenging to play games<br>- Statistics section, keep improving and challenging yourself during solitaire games<br>- Daily Challenge, start every day with fun and relaxing Solitaire games<br>- Unlimited hints and undo. Playing solitaire could be easier. <br>- Play Joker. Get stuck? No worries, the Joker card is here for you to play solitaire card games smoothly<br>- Various backgrounds - the classic green one, those with beautiful scenery, and cute animals, etc. Select the one you like, customize your solitaire game, and enjoy!<br>- Kinds of card faces and card backs. Playing solitaire is more than a relax, snowman, dogs and cats are here for you to choose from.<br>- Dynamic background animation. It brings more fun while playing. You&#39;ll love it!<br><br>Some solitaire games are unsolvable, according to the classic solitaire rules. If you get stuck, you can try a new solitaire deal or try some boosters in the solitaire game for help. <br><br>We are always keeping improving to make this free solitaire game better and better. Try this solitaire game, you will find it&#39;s really fun and relaxing! Enjoy yourself with the popular and classic solitaire card games for free! <br><br>Privacy Policy: https://solitaire.gurugame.ai/policy.html<br>Terms of Service: https://solitaire.gurugame.ai/termsofservice.html","https://play-lh.googleusercontent.com/4lBjHhLwPQxEEPIc6Mad3fwxzaN-dGZW9DTeVi4WW1LH5iu3QdmAsuK-FeLLVggZz6o","GAME_CARD"
"UNO!™","com.matteljv.uno","UNO!™ is now mobile! Take the classic card game from the kitchen table anywhere! Now with new rules, world series tournaments, modes of play, and much more. Whether you’re at home, on the go, an UNO!™ veteran or completely new, UNO!™ has something for everyone in the family. UNO!™ is a fun and memorable family-friendly card game wherever and whenever.<br><br>Ready. Set. UNO!™<br>- Play the classic card game, UNO!™, or select from a variety of house rules to play in real-time matches<br>- Compete in tournaments and events to win free rewards and top the leaderboards<br>- Partner up with friends or family, play in 2v2 mode, and collaborate to win<br>- Connect anytime, anywhere with family and friends from around the world.<br><br>FEATURES<br>The Classic Game at your Fingertips<br>New to UNO!™ or wanting to play your favorite card game? Tap Quick Play and start up a new game with classic UNO!™ rules. Get ready for new monthly rewards and events!<br><br>Play with Friends<br>Play with friends or family! Set up your own house rules and play your way. UNO!™ is a family-friendly party that makes it free and easy for anyone to join!<br><br>Buddy Up<br>Find a friend or family and partner up to battle in 2 player teams. Help each other reduce your hand (or your partner’s) to zero as quickly as possible to beat the other team!<br><br>Connect, Chat, Shout UNO!™<br>Connect with your buddies in UNO!™ with clubs and send each other gifts. Make a strategy and remember to shout UNO before anyone else.<br><br>New Challenges at Every Level<br>Compete in World Series tournaments and special events to win free rewards. Top the leaderboards and show off to your friends and family! Then spin the wheel and try your fortune to get free rewards every day!<br><br>Go Wild – No, Really<br>This no-holds-barred mode is as wacky as UNO!™ gets. Forget the classic mode - house rules on, two-deck play, and free winnings up to 600 times what you put in to make you the coin master! But beware, in this wild game mode, you win big or go home empty-handed! Are you up for the challenge?<br><br>UNO!™ Esports<br>The UNO!™ Mobile Community Cup 2024 is now open! Players across countries including the USA, Canada, Brazil, and Mexico can join for a year of action-packed competitions and tons of rewards! This is your chance to make it big as an eSports star!<br><br>Visit our official site at www.letsplayuno.com<br>Follow us on Facebook for more updates: www.facebook.com/UNOnow","https://play-lh.googleusercontent.com/-dkLgwYiDOWhrSwRGRGXsu_-VmU13lC_SWbsv08GtgaNrOfanJHaBF3g7b5Zww23LbxR","GAME_CARD"
"Solitaire","com.smilerlee.klondike","Solitaire, also known as Card Solitaire or Patience, is the most popular single player card game in the world. If you like classic Solitaire, you&#39;re going to love this crisp and clear solitaire game!<br><br>Game Features:<br>- Beautiful graphics<br>- Solitaire Draw 1 card<br>- Solitaire Draw 3 cards<br>- Option for all winning deals<br>- Auto complete<br>- Unlimited free undos<br>- Unlimited free hints<br>- Intelligent hints and auto hints<br>- Daily Challenge<br>- Timed mode and Untimed mode<br>- Vegas scoring and Vegas cumulative scoring<br>- Customizable card faces, card backs and backgrounds<br>- High scores and personal statistics<br>- Sound that can be turned on/off<br>- Tablet and phone support<br>- Multiple windows and tasks support<br>- No network required<br>- And so much more!<br><br>Play the #1 Free Solitaire card game on Android now and see for yourself why so many others love this game!","https://play-lh.googleusercontent.com/J3s5ht4Eu8UuVek-D4I5ArBX_4WB10wLH_mRdvq_Uku0wTimjCadg_TDhP1Y7JTVNuQ","GAME_CARD"
"Solitaire Grand Harvest","net.supertreat.solitaire","Welcome to <b>Solitaire Grand Harvest and get that GRAND Solitaire feeling! </b> Play this fun, free TriPeaks Solitaire game created for online &amp; offline card game fans!<br><br>Tripeaks Solitaire is a fun and challenging solitaire card game for all types of players. Play challenging card games online that will train your brain and keep you sharp or kick back and relax as you enjoy Solitaire Grand Harvest’s beautiful game graphics! <br><br>With Solitaire Grand Harvest you’ll have twice the fun as you journey through your farm, harvest crops and earn rewards as you play. Advance solitaire levels to build and design the farm of your dreams. Discover exclusive decoration items and personalize your farm!<br><br>Are you a fan of Solitaire card games? Join millions of players around the world and play the best free TriPeaks Solitaire card game created! Enjoy this relaxing Solitaire card game and build the cutest farm as you go.<br><br>Start your Solitaire adventure by solving tripeaks solitaire puzzles and win stars for completing each level!<br>The more stars you win the better Solitaire Grand Harvest rewards you’ll get!<br>Get bonus solitaire cards and win credits for longer solitaire games! <br>Finish each Solitaire card game level to win credits and gems!<br><br>If you enjoy tripeaks solitaire card games, you are in for a treat with this relaxing TriPeaks solitaire game. Solitaire Grand Harvest is a great way to challenge yourself with a fun farming adventure and Tripeaks solitaire puzzles. Clear your solitaire cards and win rewards, credits, boosters, gems, and special treats to collect. <br><br><b> The solitaire game you know and love remains but the exciting rewards are multiplied so you can collect even more gems and build your  farm faster.</b><br><br>Build your farm and enjoy bonuses along the way to make your Solitaire Grand Harvest experience even more fun. Share your fun farming adventure with others by connecting through Facebook and earn even more bonus credits.<br><br>Log in each day for bonus gifts to keep the solitaire going!<br>Harvest your crops throughout the day for more credits<br>Spin the Solitaire Grand Harvest wheel for even more gifts<br>Find Sam the Solitaire Grand Harvest pup - he always has some credits to share!<br><br>The tripeaks solitaire fun goes on: grow new crops as you work your way through each field. Upgrade the crates that await at the end of each field for an even bigger harvest, with credits, boosters and more. And now the farming fun is even better with the new MyFarm feature: collect gems at each solitaire level and use the gems to build your very own customizable farm, including a special corner for Sam the Solitaire Grand Harvest dog!<br><br><b>Your Solitaire Grand Harvest farm is waiting for you, so come along and join in the solitaire tripeaks fun today. Download this fun and relaxing solitaire game and find out what the farming fun craze is all about!</b><br><br>Solitaire Grand Harvest is one of the great online games developed by Supertreat, a Playtika studio.<br><br>Solitaire Grand Harvest is intended for those 18 and older. Solitaire Grand Harvest does not require payment to download and play, but it also allows you to purchase virtual items with real money inside the game. You can disable in-app purchases in your device’s settings. Solitaire Grand Harvest may also contain advertising. You may require an internet connection to play Solitaire Grand Harvest and access its social features. You can also find more information about the functionality, compatibility and interoperability of Solitaire Grand Harvest in the above description and additional app store information. <br><br>By downloading this game, you agree to future game updates as released on your app store or social network. You may choose to update this game, but if you do not update, your game experience and functionalities may be reduced.<br><br>Terms of Service: https://www.supertreat.net/support/terms-of-service/index.html<br>Privacy Notice: https://www.supertreat.net/support/privacy-notice/index.html","https://play-lh.googleusercontent.com/VFS1D7o4sI6O96inUzrJP559t9RUvUwiHJ7mYTX4opmoABfxHfSYBZzX7RbEkjDXc-g","GAME_CARD"
"Classic Solitaire : Card Games","com.solitaire.blast.puzzle","Are you feeling like traditional card games are getting a little boring? [Classic Solitaire: Card Games] is leading a card revolution that will turn your gaming experience upside down!<br><br>1. Smooth operation: We have carefully designed the game difficulty to make it easy for you to get started. From beginners to professional players, the game difficulty will be automatically adjusted according to your skill level to ensure that every game is full of challenges.<br><br>2. Original art: We are not just playing cards, but an artistic journey. Each card is a unique piece of art, making your card game a visual feast.<br><br>3. Diverse themes: From the mysterious forest to the future technology city, each game will take you through time and space and into a brand new card realm. The time journey is about to begin!<br><br>4. Innovative gameplay: Say goodbye to tradition, our game is full of creativity. Challenge your tactical wisdom and unlock incredible new ways to play cards.<br><br>Are you ready? Join [Classic Solitaire: Card Games] now, a sparkling card adventure is waiting for you!","https://play-lh.googleusercontent.com/xA0zlZ2x5ZuEgb5a5TVF9MiPUfpddbXNvlN6MK_aGU-xoQAVmjyA_OYz4vYeIUCgbjXG","GAME_CARD"
"Solitaire 3D Fish","com.solitaire.fish.klondike.card.aquarium","Have you tried Solitaire 3D Fish yet? This is a brand new creative solitaire card game with unique 3D graphics and interface, providing you with the most vivid scenes and 3D effects of fish.<br><br>Not only can you experience challenging and fun card games, but there are also dozens of different styles of fish tanks (including holiday-themed ones obtained for a limited time) waiting for you to unlock. Collect dozens of different marine fish species (Clownfish, Blue Tang, Holacanthus Africanus, Bannerfish, Powder Blue Tang, Azure Damselfish, Anglerfish) through the &quot;Gashapon&quot; in the game. Come and turn your fish tank into a unique aquarium exhibition!<br><br><b>Highlights</b><br><br>- CREATIVE SOLITAIRE GAME<br>Based on the classic solitaire (also known as Patience), we&#39;ve added a CREATIVE aquarium world with the unique &quot;Star Chest&quot; feature.<br><br>- BEAUTIFUL UNDERSEA THEMES<br>While enjoying the classic solitaire games, you will be totally immersed yourself in an amazing unique aquarium world with delicate undersea surroundings and creatures.<br><br>- THOUSANDS OF CHALLENGES<br>Together with Daily Challenges, there are over tens of thousands of classic solitaire challenges for you to play anytime and anywhere!<br><br>- SURPRISING BOOSTERS &amp; ANIMATIONS<br>If you get stuck, you can use the &quot;Magic Wand&quot; for help to continue the game. And there are different kinds of animations when you win certain deals.<br><br>- PLAYER-SELECTABLE GAMEPLAY PACE<br>After entering the game, you can use the &quot;Whirlwind&quot; preitem before starting the hand to accelerate your progress and help you pass through more challenging levels.<br><br><b>How to play</b><br><br>- Up to 10 top records<br>- Solitaire card game, draw 1 card or 3 cards<br>- Standard scoring<br>- Single tap or drag&amp;drop to move cards<br>- Daily challenges with different levels<br>- Auto-collect cards on completion<br>- Undo function available<br>- Hint function available<br>- Timer mode available<br>- Left-handed mode available<br>- Offline game! No wifi required<br><br>Love playing Patience solitaire card games? It&#39;s undoubtedly the Best classic solitaire card game with a <b>creative 3D</b> fish theme! Download and enjoy it <b>NOW</b>!","https://play-lh.googleusercontent.com/ujoT-Ww0Y4X96t3mprlSXHTejevBTZEpC46gFIPOz4HkF8LvA6XZteoNAwwxeEyw4g","GAME_CARD"
"Solitaire - Classic Card Game","com.playvalve.solitaire","Get ready to immerse yourself in the addictive world of Solitaire game! If you&#39;re a fan of classic card games, you&#39;re in for a treat. Indulge in the ultimate Solitaire experience, now available on your mobile device!<br><br>🃏 Immerse yourself in the exciting world of the Solitaire game!<br>🔢 Test your card-playing skills with this amazing FREE solitaire game.<br>🌟 Get ready for a classic Solitaire adventure like no other!<br><br>Prepare to be captivated as you embark on a thrilling journey through various captivating solitaire card challenges. Whether you&#39;re a seasoned card player or a novice, our Solitaire app offers an unrivaled gaming experience that will keep you coming back for more.<br><br>🌆 Play Solitaire games anytime, anywhere—no internet connection required.<br>⏰ Make the most of your spare time with an addictive Solitaire card game during your daily commute or while waiting.<br>👑 Aim high and conquer the Daily Solitaire Challenges to become the ultimate Solitaire King or Queen!<br>🧠 Train your brain while you unwind after a long day.<br><br>Did you know Solitaire is one of the world&#39;s most popular classic card games? It has stood the test of time for generations, captivating players with its blend of strategy and relaxing path. If you&#39;ve enjoyed playing Solitaire card games on your computer, get ready to fall in love with this mobile version!<br><br>💡 Key Features 💡<br>♠️ Enjoy a wide variety of Solitaire games on the go, no matter where you are.<br>♠️ Switch between Landscape and Portrait modes for your comfort.<br>♠️ Compatible with a wide range of devices<br>♠️ Move cards with a simple tap or a smooth drag-and-drop motion.<br>♠️ Available in multiple languages, making it accessible to Solitaire players worldwide.<br><br>⭐️ Special Features ⭐️<br>♦️ Left-handed mode—perfectly tailored for left-handed Solitaire players.<br>♦️ Auto-complete option for lightning-fast wins in Solitaire card games.<br>♦️ Dive into thrilling daily Solitaire challenges and unlock incredible rewards.<br>♦️ Personalize your Solitaire game with various card faces, backs, and backgrounds and win animations!<br>♦️ Need a helping hand? Use hints to overcome tricky situations in Solitaire.<br>♦️ Choose between Solitaire Draw-1 or Draw-3 cards mode for added challenge.<br>♦️ Keep track of your progress with detailed personal statistics in Solitaire games.<br>♦️ Experience the classic Solitaire card mode or try exciting Solitaire game variations like Solitaire Race! 🏁<br><br>😎 How to play this free original solitaire card game 😎<br>To solve this FREE Solitaire card puzzle, move all solitaire cards of 4 suits - hearts, diamonds, spades and crosses to the Solitaire Foundations. There is one deck - 52 solitaire cards in the classic Solitaire game.<br><br>You must stack solitaire cards by suit, from Aces to King (A, 2, 3 and more). You can also move solitaire cards between columns, and stack solitaire cards in descending order and differentiate between red and black suits. You can move the stack of solitaire cards by dragging the whole stack to another column.<br><br>Solitaire game or Patience game is an addictive solitaire card game from the Classic Solitaire collection, which is similar to other Solitaire card/board games, such as Cube, Freecell, Spider, Tri-Peaks, Pyramid, Golf, Mahjong and Yukon.<br><br>Classic never fades. Solitaire, or Patience is the best way to relax and pass the time, play it anytime, anywhere with patience and insistence. You would love playing this free Solitaire card game.<br><br>Think you have what it takes to claim the title of Solitaire King or Queen? 👑🤴 Don&#39;t miss out—download now and join the ever-growing community of Solitaire players on Android.","https://play-lh.googleusercontent.com/_M9WsC8B4JhdzMZY5pcLpMrcEtjlL7rxuKMuRKcTdxgTc6YsrgoYqK6I2riPx8qWPg","GAME_CARD"
"Spades - Card Game","com.blackout.spades","Spades is definitely one of the most famous card games in the world. <br><br>Play and strategize with your partner and take the number of tricks you bid before the round. Be the first to reach 250 points to win!<br><br>Precision, strategy and good planning will be key to master the game.<br><br>Don&#39;t forget, Spades are always trump!<br><br>How to play?<br>- Bid the number of tricks you think you will be able to take. <br>- Follow the suit led if possible. If you cannot, play a trump or discard<br>- The trick is won by the player who played the highest card in the led suit or the highest trump<br>- Spades cannot be led unless they are broken, meaning previously used as trump<br>- The round finishes when all 13 tricks have been played<br>- Reach 250 or 500 points to win!<br><br>Why choose Spades?<br><br>♠ Tailored for mobile and tablet devices<br>♠ Easy to play with a modern and relaxing look<br>♠ Smart and adaptive partner and opponents AI<br>♠ Customize your background and cards<br>♠ Play with or without Sandbag penalty<br>♠ Play with or without Blind NIL<br>♠ Auto save so that you can resume whenever you want<br><br>Spades is completely FREE to play, enjoy now hours of exciting card games!","https://play-lh.googleusercontent.com/vNrAyG8lHjbfBRpmbWY-b7sGLHYyLzSX2nBoWYnQbA5JZs6evjA5TNMcMJszftjx6A","GAME_CARD"
"Spades Stars - Card Game","com.playvalve.spades","<b>Welcome to Spades Stars<b>, the ultimate spades star card game! Immerse yourself in the world of Spades and fall in love with the world of classic spades card games like never before. Chat with your friends and tell them you&#39;re playing Spades Stars for an unforgettable multiplayer experience or challenge other live players online. Boost your stats by playing this classic spades card game with a touch of innovation now!<br><br>🌟Have you heard of the classic spades card game? Let us train you!🌟<br><br>If you like other classical card games like Hearts, Euchre, Pinochle, Rummy, or Whist, you&#39;ll love Spades Stars! A winning combination of simplicity, social interaction, strategy, and cultural influences has contributed to the timeless popularity of classic spades card games.<br><br><b>🌟If you already know how to play spades…🌟<b><br><br>In Spades Stars, the spades cards takes center stage, providing players with thrilling solo modes, challenging bids, and exciting daily challenges. As you immerse yourself in the spades world, you&#39;ll discover the joy of playing free spades with friends or engaging in intense online multiplayer battles.<br><br>The essence of spades card games is beautifully captured in Spades Stars, where timeless gameplay meets the modern era.<br><br>✨ Sharpen your skills<br>🥷 Strategise your moves and<br>🏆 Bid wisely to conquer each round!<br><br>Whether you prefer classic spades, solo spades, partner spades, or want to explore new modes, Spades Stars has it all.<br><br><b>🌟Spades Stars Features🌟<b><br><br>♠ Enjoy this social game and chat with live players worldwide!<br>♠ Play Solo Spades or in Partner mode in this 4 players card game<br>♠ Competitive Leaderboards - Become the brightest Spades Star! 💫<br>♠ HD Graphics and a Beautiful Design<br>♠ Unique live trick-taking card games<br>♠ Several game options to boost your stats, like solo spades or partner mode<br>♠ Outstanding card animations<br>♠ Free Coin Bonuses Hourly &amp; Daily!<br><br>Embark on an offline adventure or connect with friends for an online multiplayer spectacle. Challenge opponents, train your brain, earn stars, and unlock special prizes as you boost your ranking. The Spades Stars community is super welcoming, creating a space where classic Spades enthusiasts gather to celebrate their love for the game.<br><br>Spades Stars is not just a card game; it&#39;s a journey through the world of spades. With daily challenges, special events, and a range of classic modes, Spades Stars ensures every player experiences the thrill of a spades card game like never before by rewarding both strategy and social connections.<br><br>Download the game now and become a part of the Spades Stars community. Experience the classic spades card game in a new light, where every play, every bid, and every triumph adds to the legacy of Spades Stars,</b></b></b></b></b></b>","https://play-lh.googleusercontent.com/QF-6zkFN4vowApXveIQ3-mSV6s5kkTN_ebSuXwBDIfAQIeeEXo_Ntwzuon8wZGUWW8qZ","GAME_CARD"
"Meme Challenge: Dank Memes","com.game.whatdoyoumeme","One definition says that memes are to culture as DNA is to life. Funny gifs will make you LOL. Try to make everybody laugh to win this Meme Challenge! <br><br>Win to improve your challenge room and dankest meme collection of epic and funny gifs and legendary cult memes of all time. You will have fun and spend time with the funniest memes of all time.<br><br>Memes bring us together to laugh at the ridiculous. Make your own hilarious and dank memes and compete with other meme masters. Who will understand the meme culture better will win. This is a challenge of picking the best meme for the situation, the judge is your audience. Try to be the funniest and coolest person in the room!<br><br>Compete in tournaments to win new memes. Spend your money at the shop to open new meme packs. If you are lucky you might earn legendary meme cards.<br><br>Choose the right meme and make the most people laugh to win big! Let&#39;s laugh out loud together.","https://play-lh.googleusercontent.com/KkK_NNYUfXxFz4fGTeZT4uDKgzh0H4P0f7D_cGz8DzktZCx1WXGGqTj_C6PnVvn2hXs","GAME_CARD"
